User: manidani,Path: T:\Lab Member Data\Daniel\DATA clario-phera\Data\,Test run no.: 1714
Test name: 1536 agar plates,Date: 9/23/2019,Time: 10:10:53 AM

ID1: 001,ID2: glu,ID3: 23092019,
Fluorescence (FI), multichromatic

Well,Content,Group,Raw Data (485/520 1),Raw Data (400/520 2),Raw Data (575/620 3),Raw Data (340/450 4),RTG,roGFP2 ratio,
A01,Sample X2,A,171223,223770,53471,184464,0.2899,0.931,
A02,Sample X2,A,95675,153666,34076,124346,0.274,0.9336,
A03,Control C1,A,204071,185419,13313,180590,0.0737,0.5755,
A04,Control C2,A,177039,159895,10332,147836,0.0699,0.5157,
B01,Sample X2,A,82728,137632,28399,112159,0.2532,0.8792,
B02,Sample X2,A,26373,70369,5905,39776,0.1485,-0.214,
B03,Control C3,A,81369,92306,4793,69963,0.0685,0.2594,
B04,Control C4,A,142919,135520,8283,116637,0.071,0.4647,
C01,Blank B,A,13400,91239,9878,155260,0.0636,,
C02,Blank B,A,8836,66221,5091,94445,0.0539,,
C03,Sample X1,A,145643,152219,60324,153428,0.3932,0.5786,
C04,Sample X1,A,134286,143932,49985,138753,0.3602,0.5648,
D01,Blank B,A,10187,73293,5933,114123,0.052,,
D02,Blank B,A,8254,64592,3962,90992,0.0435,,
D03,Sample X1,A,88113,104826,35042,90110,0.3889,0.3976,
D04,Sample X1,A,114533,128297,42180,118968,0.3545,0.5218,
I09,Sample X2,AA,105249,168033,62771,140338,0.4473,1.0498,
I10,Sample X2,AA,92780,153720,58863,122951,0.4788,1.0354,
I11,Control C1,AA,114111,115945,5418,106814,0.0507,0.4711,
I12,Control C2,AA,109249,113505,5176,103757,0.0499,0.4696,
J09,Sample X2,AA,88027,149308,57394,124538,0.4609,1.0418,
J10,Sample X2,AA,75425,133371,51546,105556,0.4883,1.0001,
J11,Control C3,AA,97459,103974,4312,96064,0.0449,0.4249,
J12,Control C4,AA,88967,96998,4113,88867,0.0463,0.3833,
K09,Blank B,AA,8805,70906,2800,146948,0.0191,,
K10,Blank B,AA,8031,65555,2407,129142,0.0186,,
K11,Sample X1,AA,107275,119053,50115,116116,0.4316,0.5348,
K12,Sample X1,AA,103479,116128,49612,111161,0.4463,0.5255,
L09,Blank B,AA,8028,66231,2512,130728,0.0192,,
L10,Blank B,AA,7299,61227,2335,113207,0.0206,,
L11,Sample X1,AA,90793,106424,44507,99300,0.4482,0.4887,
L12,Sample X1,AA,91260,105264,44992,99899,0.4504,0.4721,
I13,Sample X2,AB,97911,158622,56752,132927,0.4269,0.9543,
I14,Sample X2,AB,93173,154544,55651,128715,0.4324,0.9596,
I15,Control C1,AB,162085,141965,2883,150771,0.0191,0.444,
I16,Control C2,AB,166723,146322,2985,155480,0.0192,0.4586,
J13,Sample X2,AB,77570,136180,51408,116743,0.4404,0.9099,
J14,Sample X2,AB,77567,136323,51310,116405,0.4408,0.912,
J15,Control C3,AB,134707,122923,2395,128306,0.0187,0.3891,
J16,Control C4,AB,149292,133753,2636,142149,0.0185,0.4259,
K13,Blank B,AB,10113,78507,7220,117557,0.0614,,
K14,Blank B,AB,9686,75968,6851,113454,0.0604,,
K15,Sample X1,AB,138809,145006,70075,148666,0.4714,0.5474,
K16,Sample X1,AB,145575,150532,72831,156085,0.4666,0.5608,
L13,Blank B,AB,9096,72484,5863,106032,0.0553,,
L14,Blank B,AB,8825,69764,5700,101488,0.0562,,
L15,Sample X1,AB,123531,134128,64926,132785,0.489,0.5254,
L16,Sample X1,AB,130864,139535,68209,141564,0.4818,0.5382,
I17,Sample X2,AC,125361,139367,33290,125270,0.2657,0.8334,
I18,Sample X2,AC,117326,131723,31627,115792,0.2731,0.8127,
I19,Control C1,AC,133677,150403,60451,135036,0.4477,0.8992,
I20,Control C2,AC,134770,151137,60835,135548,0.4488,0.8953,
J17,Sample X2,AC,83149,100570,23338,84601,0.2759,0.5272,
J18,Sample X2,AC,59358,82488,19519,63621,0.3068,0.99,
J19,Control C3,AC,112820,131386,54591,117661,0.464,0.8929,
J20,Control C4,AC,91975,113469,46082,96606,0.477,0.9265,
K17,Blank B,AC,116458,130232,49338,121314,0.4067,,
K18,Blank B,AC,98487,114905,43083,102469,0.4204,,
K19,Sample X1,AC,128647,140783,56534,135297,0.4179,0.8103,
K20,Sample X1,AC,106697,121726,48501,112588,0.4308,0.7743,
L17,Blank B,AC,62940,86724,30488,68298,0.4464,,
L18,Blank B,AC,7421,45488,4242,18999,0.2233,,
L19,Sample X1,AC,73088,94595,35145,78459,0.4479,0.1463,
L20,Sample X1,AC,11353,47320,4651,21537,0.216,0.784,
I21,Sample X2,AD,110129,125019,36518,111473,0.3276,0.779,
I22,Sample X2,AD,84989,103479,31128,84314,0.3692,0.4925,
I23,Control C1,AD,128373,138576,40213,128052,0.314,0.766,
I24,Control C2,AD,105525,117999,35108,104637,0.3355,0.6535,
J21,Sample X2,AD,30457,60771,12145,38046,0.3192,0.8248,
J22,Sample X2,AD,5201,44065,1464,17231,0.085,0.7682,
J23,Control C3,AD,75351,95400,25514,77877,0.3276,1.6777,
J24,Control C4,AD,11468,45204,2730,20947,0.1303,0.8233,
K21,Blank B,AD,133301,145263,59954,141733,0.423,,
K22,Blank B,AD,107258,122071,49111,112374,0.437,,
K23,Sample X1,AD,108983,126289,52928,119212,0.444,0.8492,
K24,Sample X1,AD,85617,106064,42864,94157,0.4552,0.7978,
L21,Blank B,AD,62447,86951,32080,69171,0.4638,,
L22,Blank B,AD,9644,46182,4469,20529,0.2177,,
L23,Sample X1,AD,5020,44875,1844,17185,0.1073,0.7553,
L24,Sample X1,AD,4112,46237,1636,16964,0.0964,0.7276,
I25,Sample X2,AE,139147,143588,32350,137125,0.2359,0.6418,
I26,Sample X2,AE,146876,150513,34341,142870,0.2404,0.6791,
I27,Control C1,AE,3819,45003,1585,16592,0.0955,0.7717,
I28,Control C2,AE,3864,45157,1683,16676,0.1009,0.7703,
J25,Sample X2,AE,97907,110464,25486,97305,0.2619,-1.1243,
J26,Sample X2,AE,108802,120155,29248,109128,0.268,0.372,
J27,Control C3,AE,3943,45518,1559,16797,0.0928,0.767,
J28,Control C4,AE,4000,45713,1573,16923,0.093,0.7653,
K25,Blank B,AE,130191,146625,64862,141290,0.4591,,
K26,Blank B,AE,125032,141116,62202,137154,0.4535,,
K27,Sample X1,AE,132378,148459,64614,145734,0.4434,0.8828,
K28,Sample X1,AE,101768,120714,51781,111802,0.4631,0.7883,
L25,Blank B,AE,79478,101083,40838,86391,0.4727,,
L26,Blank B,AE,41856,69976,22455,50759,0.4424,,
L27,Sample X1,AE,23830,56302,12514,34768,0.3599,0.8306,
L28,Sample X1,AE,4302,47682,1651,16977,0.0972,0.746,
I29,Sample X2,AF,147632,223909,83259,187525,0.444,0.958,
I30,Sample X2,AF,152184,230002,86151,194375,0.4432,0.9705,
I31,Control C1,AF,187270,176035,11373,177899,0.0639,0.4658,
I32,Control C2,AF,199553,186846,11489,192638,0.0596,0.493,
J29,Sample X2,AF,122164,195338,76641,160754,0.4768,0.9198,
J30,Sample X2,AF,121897,192802,77110,163156,0.4726,0.8988,
J31,Control C3,AF,152460,146048,8524,148054,0.0576,0.3671,
J32,Control C4,AF,170397,161819,9390,166389,0.0564,0.4254,
K29,Blank B,AF,13810,101124,13104,146070,0.0897,,
K30,Blank B,AF,13167,96821,12865,141993,0.0906,,
K31,Sample X1,AF,150147,167756,76182,163612,0.4656,0.5314,
K32,Sample X1,AF,170547,189128,86110,187995,0.458,0.5982,
L29,Blank B,AF,12637,93184,11455,131406,0.0872,,
L30,Blank B,AF,11879,88101,10896,126100,0.0864,,
L31,Sample X1,AF,129759,149418,69861,143104,0.4882,0.4672,
L32,Sample X1,AF,148857,167947,78379,163484,0.4794,0.5379,
I33,Sample X2,AG,203150,211122,60765,207991,0.2922,0.8346,
I34,Sample X2,AG,210756,222724,64187,218805,0.2934,0.86,
I35,Control C1,AG,3278,42190,1506,15801,0.0953,4.6425,
I36,Control C2,AG,3306,42822,1596,15861,0.1006,3.6904,
J33,Sample X2,AG,154339,167435,52115,163814,0.3181,0.815,
J34,Sample X2,AG,153349,168063,49910,157158,0.3176,0.8246,
J35,Control C3,AG,3461,43045,1464,16093,0.091,4.6279,
J36,Control C4,AG,3482,43579,1586,16408,0.0967,3.3843,
K33,Blank B,AG,3813,44411,1564,16871,0.0927,,
K34,Blank B,AG,3680,43868,1551,16348,0.0949,,
K35,Sample X1,AG,3577,43668,1514,16387,0.0924,4.2917,
K36,Sample X1,AG,3633,43793,1605,16527,0.0971,4.8677,
L33,Blank B,AG,3992,45913,1703,17143,0.0993,,
L34,Blank B,AG,3848,44879,1607,16787,0.0957,,
L35,Sample X1,AG,3784,44571,1625,16896,0.0962,3.9949,
L36,Sample X1,AG,3860,44878,1649,17151,0.0961,4.1215,
I37,Sample X2,AH,185513,208870,63027,212959,0.296,0.8247,
I38,Sample X2,AH,162491,182919,55916,183881,0.3041,0.7252,
I39,Control C1,AH,178006,217782,75516,222626,0.3392,1.0014,
I40,Control C2,AH,194350,235989,80153,244758,0.3275,1.0195,
J37,Sample X2,AH,114248,139163,31633,130838,0.2418,0.3216,
J38,Sample X2,AH,3774,44936,1666,17076,0.0976,0.983,
J39,Control C3,AH,155920,193626,69903,195645,0.3573,0.9692,
J40,Control C4,AH,174070,214423,74709,222783,0.3353,1.0085,
K37,Blank B,AH,120343,159973,53274,188437,0.2827,,
K38,Blank B,AH,104572,144861,47359,172885,0.2739,,
K39,Sample X1,AH,110292,150978,54526,183931,0.2964,1.0579,
K40,Sample X1,AH,124538,172422,59220,215578,0.2747,1.2569,
L37,Blank B,AH,84813,123921,38467,147506,0.2608,,
L38,Blank B,AH,60339,99939,32178,115078,0.2796,,
L39,Sample X1,AH,93529,134248,46756,164811,0.2837,2.0494,
L40,Sample X1,AH,104785,152859,51675,192654,0.2682,1.6861,
I41,Sample X2,AI,3409,43378,1523,15769,0.0966,1.7949,
I42,Sample X2,AI,3270,42530,1385,14911,0.0929,1.8314,
I43,Control C1,AI,3222,42969,1519,15223,0.0998,1.7994,
I44,Control C2,AI,3339,43052,1474,15109,0.0976,1.8072,
J41,Sample X2,AI,3824,44947,1524,16081,0.0948,1.743,
J42,Sample X2,AI,3577,44548,1489,15761,0.0945,1.7411,
J43,Control C3,AI,3328,43335,1438,15349,0.0937,1.7887,
J44,Control C4,AI,3235,42948,1396,15282,0.0913,1.8021,
K41,Blank B,AI,56736,132810,32619,121715,0.268,,
K42,Blank B,AI,13901,64253,3780,50319,0.0751,,
K43,Sample X1,AI,3500,44209,1452,15727,0.0923,1.7537,
K44,Sample X1,AI,3308,42973,1454,15477,0.0939,1.8086,
L41,Blank B,AI,4169,47103,1660,16971,0.0978,,
L42,Blank B,AI,4006,46333,1603,16724,0.0959,,
L43,Sample X1,AI,3716,45137,1582,16515,0.0958,1.7194,
L44,Sample X1,AI,3565,44574,1634,16282,0.1004,1.7382,
I45,Sample X2,AJ,3483,43956,1504,15191,0.099,3.9335,
I46,Sample X2,AJ,3446,44249,1595,15439,0.1033,6.6364,
I47,Control C1,AJ,3265,43126,1667,15360,0.1085,2.4667,
I48,Control C2,AJ,2958,41949,1492,14932,0.0999,3.7552,
J45,Sample X2,AJ,3234,42957,1443,15132,0.0954,4.3266,
J46,Sample X2,AJ,3177,43035,1469,15187,0.0967,1.2857,
J47,Control C3,AJ,3020,41998,1418,15148,0.0936,4.4521,
J48,Control C4,AJ,2796,40983,1450,14642,0.099,4.4885,
K45,Blank B,AJ,3197,42386,1489,15511,0.096,,
K46,Blank B,AJ,3112,42540,1492,15336,0.0973,,
K47,Sample X1,AJ,3013,42058,1408,14958,0.0941,4.1154,
K48,Sample X1,AJ,2782,40584,1413,14743,0.0958,5.1584,
L45,Blank B,AJ,3444,44072,1685,16216,0.1039,,
L46,Blank B,AJ,3382,43691,1583,16027,0.0988,,
L47,Sample X1,AJ,3266,43696,1590,15678,0.1014,-29.507,
L48,Sample X1,AJ,3047,41845,1515,15154,0.1,5.6061,
M01,Sample X2,AK,121780,184383,60640,168479,0.3599,0.961,
M02,Sample X2,AK,84978,143416,49357,123063,0.4011,0.8866,
M03,Control C1,AK,126139,121491,3563,121031,0.0294,0.3851,
M04,Control C2,AK,121499,118102,3317,116916,0.0284,0.3708,
N01,Sample X2,AK,108114,169609,58157,154757,0.3758,0.9443,
N02,Sample X2,AK,75067,130265,43899,108592,0.4043,0.8199,
N03,Control C3,AK,112711,111849,3083,107774,0.0286,0.3417,
N04,Control C4,AK,110662,109841,2931,105968,0.0277,0.3288,
O01,Blank B,AK,10712,83671,7336,141740,0.0518,,
O02,Blank B,AK,8949,72606,5501,114092,0.0482,,
O03,Sample X1,AK,105399,128600,56225,114800,0.4898,0.5428,
O04,Sample X1,AK,98317,122436,54081,107752,0.5019,0.5166,
P01,Blank B,AK,10827,83620,6999,140542,0.0498,,
P02,Blank B,AK,8099,66616,4949,98113,0.0504,,
P03,Sample X1,AK,97093,118642,51901,103528,0.5013,0.4805,
P04,Sample X1,AK,95352,118151,51585,104311,0.4945,0.4845,
M05,Sample X2,AL,80787,143611,37122,121125,0.3065,1.0422,
M06,Sample X2,AL,78019,139748,35540,119616,0.2971,1.0282,
M07,Control C1,AL,138448,129770,4579,131657,0.0348,0.4743,
M08,Control C2,AL,130610,122606,4025,123512,0.0326,0.4461,
N05,Sample X2,AL,70632,128947,32966,105676,0.312,0.9768,
N06,Sample X2,AL,67292,125669,30783,102585,0.3001,0.9766,
N07,Control C3,AL,120485,115073,3538,114104,0.031,0.4192,
N08,Control C4,AL,111560,109211,3333,107355,0.031,0.3987,
O05,Blank B,AL,8236,67521,2649,137860,0.0192,,
O06,Blank B,AL,8111,67353,2536,135402,0.0187,,
O07,Sample X1,AL,101305,128795,56223,112211,0.501,0.6532,
O08,Sample X1,AL,96714,124274,55282,108599,0.509,0.6359,
P05,Blank B,AL,8294,68283,2551,135672,0.0188,,
P06,Blank B,AL,8417,68942,2667,138779,0.0192,,
P07,Sample X1,AL,106984,132634,58904,118112,0.4987,0.6545,
P08,Sample X1,AL,96747,122438,53872,108339,0.4973,0.615,
M09,Sample X2,AM,67663,138165,51777,95925,0.5398,1.2379,
M10,Sample X2,AM,61054,127659,48016,86665,0.554,1.1943,
M11,Control C1,AM,127620,118634,2429,122748,0.0198,0.4565,
M12,Control C2,AM,126065,117059,2399,120191,0.02,0.4492,
N09,Sample X2,AM,56965,121219,44925,81486,0.5513,1.1628,
N10,Sample X2,AM,48382,110104,39833,71738,0.5553,1.1349,
N11,Control C3,AM,114649,109073,2264,109264,0.0207,0.4224,
N12,Control C4,AM,110362,105242,2224,104243,0.0213,0.4028,
O09,Blank B,AM,7932,66353,2604,127621,0.0204,,
O10,Blank B,AM,7781,64452,2462,122462,0.0201,,
O11,Sample X1,AM,119717,130695,54155,129053,0.4196,0.5963,
O12,Sample X1,AM,116177,128233,53454,125495,0.4259,0.593,
P09,Blank B,AM,7646,63432,2430,118701,0.0205,,
P10,Blank B,AM,7218,61241,2366,109677,0.0216,,
P11,Sample X1,AM,106975,120168,50003,114681,0.436,0.5668,
P12,Sample X1,AM,113197,124835,53224,122211,0.4355,0.5776,
M13,Sample X2,AN,80030,148921,48106,108313,0.4441,1.0169,
M14,Sample X2,AN,76635,143765,47067,104944,0.4485,0.9913,
M15,Control C1,AN,131036,128388,4404,116955,0.0377,0.4185,
M16,Control C2,AN,137005,133068,4662,123824,0.0377,0.4357,
N13,Sample X2,AN,71035,135498,44247,98243,0.4504,0.9468,
N14,Sample X2,AN,67632,130391,42277,94438,0.4477,0.914,
N15,Control C3,AN,124309,121893,3863,112530,0.0343,0.3863,
N16,Control C4,AN,124751,122478,3968,112333,0.0353,0.3899,
O13,Blank B,AN,10231,79350,6858,141871,0.0483,,
O14,Blank B,AN,9973,77382,6284,136706,0.046,,
O15,Sample X1,AN,136691,145893,64751,147648,0.4385,0.538,
O16,Sample X1,AN,136553,145578,65149,147793,0.4408,0.5361,
P13,Blank B,AN,10033,77772,6370,138898,0.0459,,
P14,Blank B,AN,9954,76527,6133,137590,0.0446,,
P15,Sample X1,AN,136634,146177,65587,147045,0.446,0.5405,
P16,Sample X1,AN,137744,145535,65956,148677,0.4436,0.5308,
M17,Sample X2,AO,123588,185838,67376,149892,0.4495,0.9582,
M18,Sample X2,AO,124268,186696,68445,152374,0.4492,0.96,
M19,Control C1,AO,168944,148513,3136,158941,0.0197,0.4508,
M20,Control C2,AO,170521,150769,3150,160291,0.0197,0.4604,
N17,Sample X2,AO,107457,167858,63007,136103,0.4629,0.9324,
N18,Sample X2,AO,106570,167891,61954,133538,0.4639,0.9412,
N19,Control C3,AO,146103,130793,2718,136959,0.0198,0.3964,
N20,Control C4,AO,145696,131938,2700,136343,0.0198,0.406,
O17,Blank B,AO,9740,76718,4861,122155,0.0398,,
O18,Blank B,AO,9706,76113,4770,121615,0.0392,,
O19,Sample X1,AO,127880,137838,61713,144206,0.428,0.5171,
O20,Sample X1,AO,129542,141390,64059,146426,0.4375,0.5396,
P17,Blank B,AO,9939,78755,4720,126156,0.0374,,
P18,Blank B,AO,9516,75362,4304,120652,0.0357,,
P19,Sample X1,AO,125238,135678,62978,142531,0.4419,0.5103,
P20,Sample X1,AO,118407,130489,60541,133415,0.4538,0.4946,
M21,Sample X2,AP,98007,176810,67255,135062,0.498,1.1321,
M22,Sample X2,AP,95615,175243,67407,133402,0.5053,1.1454,
M23,Control C1,AP,145271,152092,11366,140471,0.0809,0.5549,
M24,Control C2,AP,140234,148015,10724,137149,0.0782,0.5451,
N21,Sample X2,AP,74967,143743,55554,107455,0.517,1.025,
N22,Sample X2,AP,72188,139854,54768,104883,0.5222,1.0084,
N23,Control C3,AP,116199,125823,8602,113767,0.0756,0.4597,
N24,Control C4,AP,111943,122349,8356,109324,0.0764,0.4449,
O21,Blank B,AP,10681,83025,7954,122426,0.065,,
O22,Blank B,AP,10184,80197,7344,117366,0.0626,,
O23,Sample X1,AP,129388,138978,60798,131055,0.4639,0.519,
O24,Sample X1,AP,126391,138005,61161,130573,0.4684,0.524,
P21,Blank B,AP,9136,72583,6374,102882,0.062,,
P22,Blank B,AP,8954,71723,6303,100209,0.0629,,
P23,Sample X1,AP,115566,127878,56998,118666,0.4803,0.4819,
P24,Sample X1,AP,115534,127041,57626,118780,0.4851,0.4741,
M25,Sample X2,AQ,124537,189500,74364,152632,0.4872,1.0043,
M26,Sample X2,AQ,139788,207899,82362,172686,0.4769,1.028,
M27,Control C1,AQ,171763,153628,3780,172589,0.0219,0.4901,
M28,Control C2,AQ,172064,154713,3807,175365,0.0217,0.4959,
N25,Sample X2,AQ,104198,165814,67736,134903,0.5021,0.9698,
N26,Sample X2,AQ,116273,180983,73364,146909,0.4994,1.0023,
N27,Control C3,AQ,151200,138663,3290,151770,0.0217,0.4556,
N28,Control C4,AQ,150527,136329,3291,151653,0.0217,0.4412,
O25,Blank B,AQ,9898,74692,4263,121635,0.035,,
O26,Blank B,AQ,10358,78670,4335,133430,0.0325,,
O27,Sample X1,AQ,153342,160352,62802,155502,0.4039,0.5998,
O28,Sample X1,AQ,145067,153323,61563,148283,0.4152,0.5846,
P25,Blank B,AQ,8857,68807,3401,108319,0.0314,,
P26,Blank B,AQ,9892,74711,3983,123708,0.0322,,
P27,Sample X1,AQ,138048,146396,59469,139807,0.4254,0.5626,
P28,Sample X1,AQ,136263,145569,59598,138682,0.4297,0.564,
M29,Sample X2,AR,117035,176302,50598,145362,0.3481,0.7693,
M30,Sample X2,AR,115723,173538,51382,142537,0.3605,0.7523,
M31,Control C1,AR,186560,162553,3511,183736,0.0191,0.3823,
M32,Control C2,AR,194187,168371,3584,191448,0.0187,0.3983,
N29,Sample X2,AR,98877,154565,45785,125582,0.3646,0.6791,
N30,Sample X2,AR,101384,155558,46775,129500,0.3612,0.671,
N31,Control C3,AR,164574,146623,3150,162105,0.0194,0.3327,
N32,Control C4,AR,169081,150235,3095,164352,0.0188,0.3463,
O29,Blank B,AR,13811,102078,13448,139824,0.0962,,
O30,Blank B,AR,13111,97908,12732,137839,0.0924,,
O31,Sample X1,AR,150327,158318,74050,155961,0.4748,0.4523,
O32,Sample X1,AR,149292,158758,74680,156206,0.4781,0.4589,
P29,Blank B,AR,12354,93339,11177,129114,0.0866,,
P30,Blank B,AR,12018,91196,11036,127418,0.0866,,
P31,Sample X1,AR,152069,161095,75585,157933,0.4786,0.4665,
P32,Sample X1,AR,145702,154924,74127,151295,0.49,0.4425,
M33,Sample X2,AS,160014,230245,81451,195679,0.4162,1.0162,
M34,Sample X2,AS,160798,231926,84309,201243,0.4189,1.0221,
M35,Control C1,AS,193197,172599,5373,196032,0.0274,0.5174,
M36,Control C2,AS,188980,169757,5166,192524,0.0268,0.5137,
N33,Sample X2,AS,125165,193219,72428,160874,0.4502,1.0022,
N34,Sample X2,AS,126708,194312,73686,165338,0.4457,0.9983,
N35,Control C3,AS,162921,146994,4160,165733,0.0251,0.4524,
N36,Control C4,AS,161552,146648,4209,166115,0.0253,0.4542,
O33,Blank B,AS,10484,80627,3951,174399,0.0227,,
O34,Blank B,AS,10353,80676,3905,175299,0.0223,,
O35,Sample X1,AS,129613,158004,69666,139642,0.4989,0.6705,
O36,Sample X1,AS,122273,150828,68205,136779,0.4987,0.6504,
P33,Blank B,AS,9683,75110,3542,154125,0.023,,
P34,Blank B,AS,9546,74858,3320,153610,0.0216,,
P35,Sample X1,AS,110430,135970,61179,117562,0.5204,0.5791,
P36,Sample X1,AS,108227,133510,60962,117468,0.519,0.5671,
M37,Sample X2,AT,146579,215330,76457,190932,0.4004,0.9972,
M38,Sample X2,AT,142152,213406,77684,185395,0.419,1.0161,
M39,Control C1,AT,183821,163259,4547,187069,0.0243,0.4835,
M40,Control C2,AT,205936,181571,4935,209365,0.0236,0.5225,
N37,Sample X2,AT,120033,186763,69639,165555,0.4206,0.9782,
N38,Sample X2,AT,121128,188633,71230,164900,0.432,0.9854,
N39,Control C3,AT,162947,145865,3703,165709,0.0223,0.4358,
N40,Control C4,AT,190837,168316,4236,194784,0.0217,0.4928,
O37,Blank B,AT,10542,82038,3775,176440,0.0214,,
O38,Blank B,AT,10303,80680,3749,175022,0.0214,,
O39,Sample X1,AT,141650,164845,67678,154256,0.4387,0.6507,
O40,Sample X1,AT,160712,185944,76596,179022,0.4279,0.7084,
P37,Blank B,AT,9892,77300,3259,157159,0.0207,,
P38,Blank B,AT,9892,77120,3202,160186,0.02,,
P39,Sample X1,AT,132524,155599,65744,139333,0.4718,0.6237,
P40,Sample X1,AT,154303,177271,74308,167481,0.4437,0.6798,
M41,Sample X2,AU,174970,192313,73623,211114,0.3487,0.8515,
M42,Sample X2,AU,175468,194343,75238,217378,0.3461,0.8609,
M43,Control C1,AU,209438,212385,78385,232539,0.3371,0.8064,
M44,Control C2,AU,209375,210819,79203,233054,0.3398,0.799,
N41,Sample X2,AU,148739,168703,66540,186729,0.3563,0.8427,
N42,Sample X2,AU,141073,161395,64741,180568,0.3585,0.8366,
N43,Control C3,AU,177248,181881,71876,197307,0.3643,0.7801,
N44,Control C4,AU,165538,170939,67668,186233,0.3634,0.7689,
O41,Blank B,AU,4045,46547,1678,17351,0.0967,,
O42,Blank B,AU,4009,46470,1666,17571,0.0948,,
O43,Sample X1,AU,184236,188401,73176,206493,0.3544,0.786,
O44,Sample X1,AU,167538,174279,67761,189991,0.3567,0.7799,
P41,Blank B,AU,4136,47376,1588,17424,0.0911,,
P42,Blank B,AU,4018,46687,1625,17502,0.0928,,
P43,Sample X1,AU,172702,178801,68745,191212,0.3595,0.7829,
P44,Sample X1,AU,148822,155591,60901,166038,0.3668,0.7517,
M45,Sample X2,AV,163157,237782,57765,224057,0.2578,0.9886,
M46,Sample X2,AV,142395,218409,56135,215961,0.2599,0.9974,
M47,Control C1,AV,224369,202213,8886,241756,0.0368,0.5371,
M48,Control C2,AV,249929,224477,9266,260000,0.0356,0.5729,
N45,Sample X2,AV,133874,205391,50789,189739,0.2677,0.9605,
N46,Sample X2,AV,122719,194905,49839,186020,0.2679,0.9625,
N47,Control C3,AV,194191,174678,6806,208012,0.0327,0.4751,
N48,Control C4,AV,255751,227012,8569,260000,0.033,0.5696,
O45,Blank B,AV,12046,91480,7192,181189,0.0397,,
O46,Blank B,AV,11651,88926,6248,176548,0.0354,,
O47,Sample X1,AV,154430,193822,84704,183280,0.4622,0.7413,
O48,Sample X1,AV,193792,229885,101245,228101,0.4439,0.7791,
P45,Blank B,AV,11541,87084,5649,171479,0.0329,,
P46,Blank B,AV,11002,84163,5316,164363,0.0323,,
P47,Sample X1,AV,150863,186415,83964,179634,0.4674,0.7071,
P48,Sample X1,AV,196490,230539,99579,227746,0.4372,0.7712,
Q01,Sample X2,AW,117249,178715,57945,168573,0.3437,0.9034,
Q02,Sample X2,AW,89509,147497,49961,133368,0.3746,0.8249,
Q03,Control C1,AW,144506,132931,2600,121765,0.0214,0.3758,
Q04,Control C2,AW,150940,138563,2799,128631,0.0218,0.3988,
R01,Sample X2,AW,112849,174740,59465,167408,0.3552,0.9034,
R02,Sample X2,AW,86070,144181,50472,134293,0.3758,0.8185,
R03,Control C3,AW,139567,129791,2591,119574,0.0217,0.3658,
R04,Control C4,AW,152883,140926,2759,130450,0.0211,0.41,
S01,Blank B,AW,11551,85577,4543,183993,0.0247,,
S02,Blank B,AW,9424,73268,3600,143571,0.0251,,
S03,Sample X1,AW,140203,147834,59081,153770,0.3842,0.5037,
S04,Sample X1,AW,143982,152210,59601,159275,0.3742,0.5223,
T01,Blank B,AW,12632,92590,5000,203386,0.0246,,
T02,Blank B,AW,10637,79697,3882,165148,0.0235,,
T03,Sample X1,AW,145516,154148,60016,161383,0.3719,0.5308,
T04,Sample X1,AW,157154,166909,62792,173428,0.3621,0.5758,
Q05,Sample X2,AX,3803,46078,1558,16940,0.092,3.3697,
Q06,Sample X2,AX,3802,45971,1530,16942,0.0903,2.8916,
Q07,Control C1,AX,3826,46040,1571,17163,0.0915,2.8899,
Q08,Control C2,AX,3898,46356,1635,17328,0.0944,3.235,
R05,Sample X2,AX,3660,45357,1508,16786,0.0898,0.1706,
R06,Sample X2,AX,3710,45488,1534,16649,0.0921,1.1523,
R07,Control C3,AX,3789,45948,1621,16927,0.0958,2.9632,
R08,Control C4,AX,3933,46376,1693,17201,0.0984,2.9669,
S05,Blank B,AX,3583,45165,1559,16571,0.0941,,
S06,Blank B,AX,3667,45717,1558,16825,0.0926,,
S07,Sample X1,AX,138845,150885,57848,154912,0.3734,0.7803,
S08,Sample X1,AX,118722,132639,51510,133553,0.3857,0.7582,
T05,Blank B,AX,3479,45086,1512,16337,0.0926,,
T06,Blank B,AX,3612,45409,1754,16610,0.1056,,
T07,Sample X1,AX,114218,129458,47989,129693,0.37,0.7603,
T08,Sample X1,AX,78128,98295,34392,89776,0.3831,0.7103,
Q09,Sample X2,AY,84616,142486,42531,123317,0.3449,0.91,
Q10,Sample X2,AY,81711,138811,40628,117123,0.3469,0.8958,
Q11,Control C1,AY,127034,118381,2627,116075,0.0226,0.378,
Q12,Control C2,AY,149696,135072,2949,136705,0.0216,0.4358,
R09,Sample X2,AY,78318,134741,40876,117280,0.3485,0.8809,
R10,Sample X2,AY,71160,127003,38022,108948,0.349,0.8578,
R11,Control C3,AY,124007,115623,2608,113165,0.023,0.364,
R12,Control C4,AY,142416,130191,2897,129734,0.0223,0.423,
S09,Blank B,AY,9170,73544,5869,130840,0.0449,,
S10,Blank B,AY,8788,71251,5361,126297,0.0424,,
S11,Sample X1,AY,123190,135061,60088,133200,0.4511,0.537,
S12,Sample X1,AY,135356,145082,65090,146527,0.4442,0.5647,
T09,Blank B,AY,9585,76610,5568,143782,0.0387,,
